34,2025-03-02 16:02:01.841486,2025-03-02 16:02:01.841486,Frogadier,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Frogadier-xOr4DeOWP7bzT7OB9sDDQ0XCepJwnP,2,STAGE_1,33,UNKNOWN
35,2025-03-02 16:02:44.28012,2025-03-02 16:02:44.28012,Greninja,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Greninja-IsHmHVCxKNunuN88kuNG7v7dVSTIgj,2,STAGE_2,34,UNKNOWN
36,2025-03-02 16:07:49.939132,2025-03-02 16:07:49.939132,Chewtle,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Chewtle-la9VbmVQfkUHlH5DclcOxHyLY6uU8B,2,BASIC,,UNKNOWN
37,2025-03-02 16:11:28.54452,2025-03-02 16:11:28.54452,Drednaw,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Drednaw-Mz56SAqajIwoOSNAmCVNV1yu4pjZL4,2,STAGE_1,36,UNKNOWN
38,2025-03-02 16:14:54.84285,2025-03-02 16:14:54.84285,Hitmonchan,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Hitmonchan-X0JQ38yM6TEFHvJ6agwkWnxDSu18ye,3,BASIC,,UNKNOWN
39,2025-03-02 16:17:20.753665,2025-03-02 16:17:20.753665,Pinsir,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Pinsir-P4Bf0BS2Z8pwF5aK5xS0Taejf9h5Ob,9,BASIC,,UNKNOWN
40,2025-03-02 16:19:22.334265,2025-03-02 16:19:22.334265,Doduo,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Doduo-wWv8OIEVtsdZmWPNHQF2yEa8HnmWSJ,6,BASIC,,UNKNOWN
41,2025-03-02 16:24:10.492822,2025-03-02 16:24:10.492822,Abra,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Abra-6Zes1iWHMWgCdqqT30ifz8BFkQtS0p,7,BASIC,,UNKNOWN
42,2025-03-02 16:24:45.819063,2025-03-02 16:25:00.717489,Kadabra,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Kadabra-WlJZ0zEW4UuhJAM1MJTgZqOTGpypeD,7,STAGE_1,41,UNKNOWN
43,2025-03-02 16:25:42.868692,2025-03-02 16:25:42.868692,Alakazam,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Alakazam-2CVAuwg15oX4ZigepCcNyVJdn9dfng,7,STAGE_2,42,UNKNOWN
44,2025-03-02 16:28:37.429381,2025-03-02 16:28:37.429381,Mankey,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Mankey-tNTVr9Dy0WxmJvZqqHa0eGsydpHaaP,3,BASIC,,UNKNOWN
45,2025-03-02 16:31:09.128394,2025-03-02 16:31:09.128394,Primeape,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Primeape-nzuGwFDcTKhhotj0dhHuZp8099ERB1,3,STAGE_1,44,UNKNOWN
46,2025-03-02 16:35:01.544481,2025-03-02 16:35:01.544481,Diglett,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Diglett-IPRz7isuj8xNUAhIxqJp6kcqLtbymD,3,BASIC,,UNKNOWN
47,2025-03-02 16:35:45.376484,2025-03-02 16:35:45.376484,Dugtrio,https://vishmvrcizpuo7zs.public.blob.vercel-storage.com/pokemon/Dugtrio-WvwIdctCI62YaQ70KGTxG42D5dW34t,3,STAGE_1,46,UNKNOWN
